"participant","trial_no","group","time","recalled","word","recall_acc","recall_rt","study_pos","test_pos","image","item_type","id","pif"
"5cf4dfa4a602eb001be2e8c5",2,"older",4,"JUNGLE","JUNGLE",TRUE,3.265,0,4,"boot","mis-match",914,"non-match"
"5cf4dfa4a602eb001be2e8c5",3,"older",1,"HOTEL","HOTEL",TRUE,4.547,0,1,"megaphone","new-new",915,"new-new"
"5cf4dfa4a602eb001be2e8c5",3,"older",2,"?","GODS",FALSE,3.799,1,2,"windmill","new-new",915,"new-new"
"5cf4dfa4a602eb001be2e8c5",3,"older",3,"CLOCK","CLOCK",TRUE,4.066,2,3,"sunflower","new-new",915,"new-new"
"5cf4dfa4a602eb001be2e8c5",3,"older",4,"PHOTO","PHOTO",TRUE,4.4,3,4,"spoon","new-new",915,"new-new"
"5cf4dfa4a602eb001be2e8c5",4,"older",1,"CANDY","CANDY",TRUE,4.398,0,1,"perfume","mis-match",916,"non-match"
"5cf4dfa4a602eb001be2e8c5",4,"older",2,"CLIENT","CLIENT",TRUE,6.2,1,2,"monkey","match",916,"match"
"5cf4dfa4a602eb001be2e8c5",4,"older",3,"STYLE","STYLE",TRUE,5.867,3,3,"pear","new-new",916,"new-new"
"5cf4dfa4a602eb001be2e8c5",4,"older",4,"?","LIFE",FALSE,5.05,2,4,"wheel","old-new",916,"non-match"
"5cf4dfa4a602eb001be2e8c5",5,"older",1,"ESTATE","GLASS",FALSE,7.332,0,1,"aeroplane","new-new",917,"new-new"
"5cf4dfa4a602eb001be2e8c5",5,"older",2,"DEMON","DEMON",TRUE,2.632,3,2,"mirror","new-new",917,"new-new"
"5cf4dfa4a602eb001be2e8c5",5,"older",3,"PILLS","PILLS",TRUE,3.049,1,3,"ring","new-new",917,"new-new"
"5cf4dfa4a602eb001be2e8c5",5,"older",4,"ESTATE","ESTATE",TRUE,4.584,2,4,"salt","new-new",917,"new-new"
"5cf4dfa4a602eb001be2e8c5",6,"older",1,"SPEECH","SPEECH",TRUE,3.352,3,1,"motorbike","new-new",918,"new-new"
"5cf4dfa4a602eb001be2e8c5",6,"older",2,"DANGER","DANGER",TRUE,3.899,1,2,"tray","new-new",918,"new-new"
"5cf4dfa4a602eb001be2e8c5",6,"older",3,"TEAR","TEAR",TRUE,3.883,2,3,"shovel","new-new",918,"new-new"
"5cf4dfa4a602eb001be2e8c5",6,"older",4,"?","MILLER",FALSE,7.017,0,4,"balcony","new-new",918,"new-new"
"5cf4dfa4a602eb001be2e8c5",7,"older",1,"FAMILY","FAMILY",TRUE,5.747,1,1,"diamond","mis-match",919,"non-match"
"5cf4dfa4a602eb001be2e8c5",7,"older",2,"?","CARS",FALSE,5.465,2,2,"candle","new-new",919,"new-new"
"5cf4dfa4a602eb001be2e8c5",7,"older",3,"SERIES","SERIES",TRUE,3.033,0,3,"helmet","match",919,"match"
"5cf4dfa4a602eb001be2e8c5",7,"older",4,"THING","THING",TRUE,3.029,3,4,"hanger","old-new",919,"non-match"
"5cf4dfa4a602eb001be2e8c5",8,"older",1,"RIVER","RIVER",TRUE,2.936,2,1,"rug","match",920,"match"
"5cf4dfa4a602eb001be2e8c5",8,"older",2,"FOOD","FOOD",TRUE,2.467,0,2,"gorilla","mis-match",920,"non-match"
"5cf4dfa4a602eb001be2e8c5",8,"older",3,"MOMENT","MOMENT",TRUE,4.55,3,3,"stamp","new-new",920,"new-new"
"5cf4dfa4a602eb001be2e8c5",8,"older",4,"BEAUTY","BEAUTY",TRUE,4.432,1,4,"goose","old-new",920,"non-match"
"5cf4dfa4a602eb001be2e8c5",9,"older",1,"POLICY","POLICY",TRUE,3.597,2,1,"skateboard","new-new",921,"new-new"
"5cf4dfa4a602eb001be2e8c5",9,"older",2,"RECORD","RECORD",TRUE,3.9,3,2,"razor","old-new",921,"non-match"
"5cf4dfa4a602eb001be2e8c5",9,"older",3,"CASINO","CASINO",TRUE,5.964,0,3,"watch","mis-match",921,"non-match"
"5cf4dfa4a602eb001be2e8c5",9,"older",4,"VALLEY","VALLEY",TRUE,3.231,1,4,"pencil","match",921,"match"
"5cf4dfa4a602eb001be2e8c5",10,"older",1,"ADVICE","ADVICE",TRUE,8.049,2,1,"dice","new-new",922,"new-new"
"5cf4dfa4a602eb001be2e8c5",10,"older",2,"DIRTY","DIRT",FALSE,3.233,0,2,"sun","new-new",922,"new-new"
"5cf4dfa4a602eb001be2e8c5",10,"older",3,"DEATH","DEATH",TRUE,2.784,3,3,"pawn","new-new",922,"new-new"
"5cf4dfa4a602eb001be2e8c5",10,"older",4,"?","LETTER",FALSE,9.999,1,4,"microphone","new-new",922,"new-new"
"5cf4dfa4a602eb001be2e8c5",11,"older",1,"?","IDEAS",FALSE,8.149,0,1,"daisy","old-new",923,"non-match"
"5cf4dfa4a602eb001be2e8c5",11,"older",2,"AGENT","AGENT",TRUE,2.967,3,2,"mushroom","new-new",923,"new-new"
"5cf4dfa4a602eb001be2e8c5",11,"older",3,"LEADER","LEADER",TRUE,3.216,2,3,"runner","mis-match",923,"non-match"
"5cf4dfa4a602eb001be2e8c5",11,"older",4,"SAL","SALE",FALSE,2.533,1,4,"dart","match",923,"match"
"5cf4dfa4a602eb001be2e8c5",12,"older",1,"FEET","FEET",TRUE,3.114,2,1,"crown","new-new",924,"new-new"
"5cf4dfa4a602eb001be2e8c5",12,"older",2,"GIRL","GIRL",TRUE,3.132,1,2,"map","new-new",924,"new-new"
"5cf4dfa4a602eb001be2e8c5",12,"older",3,"?","YEAR",FALSE,5.916,3,3,"coin","new-new",924,"new-new"
"5cf4dfa4a602eb001be2e8c5",12,"older",4,"PRINCE","PRINCE",TRUE,6.683,0,4,"peg","new-new",924,"new-new"
"5cf4dfa4a602eb001be2e8c5",13,"older",1,"DUDE","DUDE",TRUE,2.38,3,1,"tractor","new-new",925,"new-new"
"5cf4dfa4a602eb001be2e8c5",13,"older",2,"MILE","MILE",TRUE,8.133,2,2,"calendar","new-new",925,"new-new"
"5cf4dfa4a602eb001be2e8c5",13,"older",3,"WEAPON","WEAPON",TRUE,3.531,1,3,"bench","new-new",925,"new-new"
"5cf4dfa4a602eb001be2e8c5",13,"older",4,"KIND","KIND",TRUE,3.199,0,4,"kettle","new-new",925,"new-new"
"5cf4dfa4a602eb001be2e8c5",14,"older",1,"AREA","AREA",TRUE,2.452,3,1,"cart","new-new",926,"new-new"
"5cf4dfa4a602eb001be2e8c5",14,"older",2,"SHOTS","SHOTS",TRUE,3.367,1,2,"telephone","match",926,"match"
"5cf4dfa4a602eb001be2e8c5",14,"older",3,"SPIRIT","SPIRIT",TRUE,3.399,2,3,"basket","old-new",926,"non-match"
"5cf4dfa4a602eb001be2e8c5",14,"older",4,"BOYS","BOYS",TRUE,3.05,0,4,"tyre","mis-match",926,"non-match"
"5cf4dfa4a602eb001be2e8c5",15,"older",1,"BELT","BELT",TRUE,2.531,3,1,"backpack","old-new",927,"non-match"
"5cf4dfa4a602eb001be2e8c5",15,"older",2,"MONTH","MONTH",TRUE,3.084,0,2,"cherry","new-new",927,"new-new"
"5cf4dfa4a602eb001be2e8c5",15,"older",3,"?","SAKE",FALSE,4.766,1,3,"cathedral","mis-match",927,"non-match"
"5cf4dfa4a602eb001be2e8c5",15,"older",4,"WRITER","WRITER",TRUE,3.615,2,4,"carrot","match",927,"match"
"5cf4dfa4a602eb001be2e8c5",16,"older",1,"ROOF","ROOF",TRUE,2.88,2,1,"planet","new-new",928,"new-new"
"5cf4dfa4a602eb001be2e8c5",16,"older",2,"COPS","COPS",TRUE,6.866,0,2,"suitcase","mis-match",928,"non-match"
"5cf4dfa4a602eb001be2e8c5",16,"older",3,"YARD","YARD",TRUE,3.382,1,3,"stool","old-new",928,"non-match"
"5cf4dfa4a602eb001be2e8c5",16,"older",4,"LOTS","LOTS",TRUE,5.216,3,4,"bolt","match",928,"match"
"5d0a775bccb8bb00179a04f1",1,"older",1,"DEAT","DIRT",FALSE,9.988,0,1,"sun","new-new",1057,"new-new"
"5d0a775bccb8bb00179a04f1",1,"older",2,"?","ADVICE",FALSE,8.306,2,2,"dice","new-new",1057,"new-new"
"5d0a775bccb8bb00179a04f1",1,"older",3,"ADVICE","LETTER",FALSE,7.546,1,3,"microphone","new-new",1057,"new-new"
"5d0a775bccb8bb00179a04f1",1,"older",4,"DEATH","DEATH",TRUE,5.585,3,4,"pawn","new-new",1057,"new-new"
"5d0a775bccb8bb00179a04f1",2,"older",1,"?","LIFE",FALSE,10.031,2,1,"wheel","old-new",1058,"non-match"
"5d0a775bccb8bb00179a04f1",2,"older",2,"CLIENT","CLIENT",TRUE,5.35,1,2,"monkey","match",1058,"match"
"5d0a775bccb8bb00179a04f1",2,"older",3,"STYLE","STYLE",TRUE,5.231,3,3,"pear","new-new",1058,"new-new"
"5d0a775bccb8bb00179a04f1",2,"older",4,"SAKE","CANDY",FALSE,7.527,0,4,"perfume","mis-match",1058,"non-match"
"5d0a775bccb8bb00179a04f1",3,"older",1,"CARS","CARS",TRUE,3.331,2,1,"candle","new-new",1059,"new-new"
"5d0a775bccb8bb00179a04f1",3,"older",2,"THINGS","THING",FALSE,3.941,3,2,"hanger","old-new",1059,"non-match"
"5d0a775bccb8bb00179a04f1",3,"older",3,"SERIES","SERIES",TRUE,3.148,0,3,"helmet","match",1059,"match"
"5d0a775bccb8bb00179a04f1",3,"older",4,"NATION","FAMILY",FALSE,4.017,1,4,"diamond","mis-match",1059,"non-match"
"5d0a775bccb8bb00179a04f1",4,"older",1,"SHOTS","SHOTS",TRUE,6.348,1,1,"telephone","match",1060,"match"
"5d0a775bccb8bb00179a04f1",4,"older",2,"TELEPHNE","AREA",FALSE,6.499,3,2,"cart","new-new",1060,"new-new"
"5d0a775bccb8bb00179a04f1",4,"older",3,"SP","SPIRIT",FALSE,10.021,2,3,"basket","old-new",1060,"non-match"
"5d0a775bccb8bb00179a04f1",4,"older",4,"BOYS","BOYS",TRUE,5.127,0,4,"tyre","mis-match",1060,"non-match"
"5d0a775bccb8bb00179a04f1",5,"older",1,"IDEAS","SALE",FALSE,5.582,1,1,"dart","match",1061,"match"
"5d0a775bccb8bb00179a04f1",5,"older",2,"SALE","LEADER",FALSE,4.05,2,2,"runner","mis-match",1061,"non-match"
"5d0a775bccb8bb00179a04f1",5,"older",3,"AGENT","AGENT",TRUE,3.195,3,3,"mushroom","new-new",1061,"new-new"
"5d0a775bccb8bb00179a04f1",5,"older",4,"IDEAS","IDEAS",TRUE,5.241,0,4,"daisy","old-new",1061,"non-match"
"5d0a775bccb8bb00179a04f1",6,"older",1,"BELT","BELT",TRUE,6.934,3,1,"backpack","old-new",1062,"non-match"
"5d0a775bccb8bb00179a04f1",6,"older",2,"WRITER","WRITER",TRUE,5.042,2,2,"carrot","match",1062,"match"
"5d0a775bccb8bb00179a04f1",6,"older",3,"W","SAKE",FALSE,10.021,1,3,"cathedral","mis-match",1062,"non-match"
"5d0a775bccb8bb00179a04f1",6,"older",4,"MONTH","MONTH",TRUE,9.648,0,4,"cherry","new-new",1062,"new-new"
"5d0a775bccb8bb00179a04f1",7,"older",1,"HONEY","HONEY",TRUE,9.964,0,1,"taxi","new-new",1063,"new-new"
"5d0a775bccb8bb00179a04f1",7,"older",2,"?","NATION",FALSE,0.25,3,2,"wheelbarrow","mis-match",1063,"non-match"
"5d0a775bccb8bb00179a04f1",7,"older",3,"?","DOZEN",FALSE,7.264,1,3,"anchor","old-new",1063,"non-match"
"5d0a775bccb8bb00179a04f1",7,"older",4,"NIGHT","NIGHT",TRUE,6.38,2,4,"cap","match",1063,"match"
"5d0a775bccb8bb00179a04f1",8,"older",1,"MILLER","MILLER",TRUE,5.154,0,1,"balcony","new-new",1064,"new-new"
"5d0a775bccb8bb00179a04f1",8,"older",2,"TEAR","TEAR",TRUE,3.749,2,2,"shovel","new-new",1064,"new-new"
"5d0a775bccb8bb00179a04f1",8,"older",3,"?","SPEECH",FALSE,4.016,3,3,"motorbike","new-new",1064,"new-new"
"5d0a775bccb8bb00179a04f1",8,"older",4,"DANGER","DANGER",TRUE,6.599,1,4,"tray","new-new",1064,"new-new"
"5d0a775bccb8bb00179a04f1",9,"older",1,"RIVER","BEAUTY",FALSE,4.02,1,1,"goose","old-new",1065,"non-match"
"5d0a775bccb8bb00179a04f1",9,"older",2,"RIVER","RIVER",TRUE,3.733,2,2,"rug","match",1065,"match"
"5d0a775bccb8bb00179a04f1",9,"older",3,"T","MOMENT",FALSE,10.024,3,3,"stamp","new-new",1065,"new-new"
"5d0a775bccb8bb00179a04f1",9,"older",4,"","FOOD",FALSE,6.27,0,4,"gorilla","mis-match",1065,"non-match"
"5d0a775bccb8bb00179a04f1",10,"older",1,"?","ESTATE",FALSE,5.9,2,1,"salt","new-new",1066,"new-new"
"5d0a775bccb8bb00179a04f1",10,"older",2,"?","DEMON",FALSE,10.008,3,2,"mirror","new-new",1066,"new-new"
"5d0a775bccb8bb00179a04f1",10,"older",3,"PILLS","PILLS",TRUE,7.817,1,3,"ring","new-new",1066,"new-new"
"5d0a775bccb8bb00179a04f1",10,"older",4,"?","GLASS",FALSE,9.998,0,4,"aeroplane","new-new",1066,"new-new"
"5d0a775bccb8bb00179a04f1",11,"older",1,"?","WEAPON",FALSE,6.298,1,1,"bench","new-new",1067,"new-new"
"5d0a775bccb8bb00179a04f1",11,"older",2,"?","MILE",FALSE,2.131,2,2,"calendar","new-new",1067,"new-new"
"5d0a775bccb8bb00179a04f1",11,"older",3,"?","KIND",FALSE,1.333,0,3,"kettle","new-new",1067,"new-new"
"5d0a775bccb8bb00179a04f1",11,"older",4,"?","DUDE",FALSE,0.222,3,4,"tractor","new-new",1067,"new-new"
"5d0a775bccb8bb00179a04f1",12,"older",1,"?","YARD",FALSE,10.029,1,1,"stool","old-new",1068,"non-match"
"5d0a775bccb8bb00179a04f1",12,"older",2,"ARTIST","LOTS",FALSE,5.197,3,2,"bolt","match",1068,"match"
"5d0a775bccb8bb00179a04f1",12,"older",3,"YARD","ROOF",FALSE,5.513,2,3,"planet","new-new",1068,"new-new"
"5d0a775bccb8bb00179a04f1",12,"older",4,"LOTS","COPS",FALSE,5.447,0,4,"suitcase","mis-match",1068,"non-match"
"5d0a775bccb8bb00179a04f1",13,"older",1,"PRINCE","PRINCE",TRUE,6.532,0,1,"peg","new-new",1069,"new-new"
"5d0a775bccb8bb00179a04f1",13,"older",2,"FEET","FEET",TRUE,3.94,2,2,"crown","new-new",1069,"new-new"
"5d0a775bccb8bb00179a04f1",13,"older",3,"YEAR","YEAR",TRUE,5.768,3,3,"coin","new-new",1069,"new-new"
"5d0a775bccb8bb00179a04f1",13,"older",4,"?","GIRL",FALSE,2.807,1,4,"map","new-new",1069,"new-new"
"5d0a775bccb8bb00179a04f1",14,"older",1,"FRIEND","FRIEND",TRUE,5.073,2,1,"frame","match",1070,"match"
"5d0a775bccb8bb00179a04f1",14,"older",2,"APPLE","JUNGLE",FALSE,6.766,0,2,"boot","mis-match",1070,"non-match"
"5d0a775bccb8bb00179a04f1",14,"older",3,"APPLE","APPLE",TRUE,9.999,1,3,"pepper","old-new",1070,"non-match"
"5d0a775bccb8bb00179a04f1",14,"older",4,"SYSTEM","SYSTEM",TRUE,4.989,3,4,"scissors","new-new",1070,"new-new"
"5d0a775bccb8bb00179a04f1",15,"older",1,"POLICY","RECORD",FALSE,6.831,3,1,"razor","old-new",1071,"non-match"
"5d0a775bccb8bb00179a04f1",15,"older",2,"VALLEY","VALLEY",TRUE,5.084,1,2,"pencil","match",1071,"match"
"5d0a775bccb8bb00179a04f1",15,"older",3,"CASINO","POLICY",FALSE,4.748,2,3,"skateboard","new-new",1071,"new-new"
"5d0a775bccb8bb00179a04f1",15,"older",4,"CASINO","CASINO",TRUE,9.33,0,4,"watch","mis-match",1071,"non-match"
"5d0a775bccb8bb00179a04f1",16,"older",1,"GODS","GODS",TRUE,3.947,1,1,"windmill","new-new",1072,"new-new"
"5d0a775bccb8bb00179a04f1",16,"older",2,"CLOCK","CLOCK",TRUE,4.456,2,2,"sunflower","new-new",1072,"new-new"
"5d0a775bccb8bb00179a04f1",16,"older",3,"HOTEL","HOTEL",TRUE,5.074,0,3,"megaphone","new-new",1072,"new-new"
"5d0a775bccb8bb00179a04f1",16,"older",4,"PHOTO","PHOTO",TRUE,3.34,3,4,"spoon","new-new",1072,"new-new"
"5d31d940814d1c0001c69c5a",1,"older",1,"WEAPON","WEAPON",TRUE,4.426,0,1,"wheel","mis-match",1201,"non-match"
"5d31d940814d1c0001c69c5a",1,"older",2,"PENNY","PENNY",TRUE,3.274,2,2,"monkey","match",1201,"match"
"5d31d940814d1c0001c69c5a",1,"older",3,"MILLER","BODY",FALSE,6,3,3,"pencil","new-new",1201,"new-new"
"5d31d940814d1c0001c69c5a",1,"older",4,"BODY","MILLER",FALSE,4.912,1,4,"cap","old-new",1201,"non-match"
"5d31d940814d1c0001c69c5a",2,"older",1,"JUNGLE","JUNGLE",TRUE,5.462,3,1,"cherry","new-new",1202,"new-new"
"5d31d940814d1c0001c69c5a",2,"older",2,"DANGER","DANGER",TRUE,7.536,1,2,"tray","new-new",1202,"new-new"
"5d31d940814d1c0001c69c5a",2,"older",3,"WEAPON","RECORD",FALSE,7.402,0,3,"runner","new-new",1202,"new-new"
"5d31d940814d1c0001c69c5a",2,"older",4,"FOOD","FOOD",TRUE,3.36,2,4,"watch","new-new",1202,"new-new"
"5d31d940814d1c0001c69c5a",3,"older",1,"SHOTS","FEET",FALSE,5.63,1,1,"kettle","new-new",1203,"new-new"
"5d31d940814d1c0001c69c5a",3,"older",2,"DEATH","SHOTS",FALSE,3.876,0,2,"backpack","new-new",1203,"new-new"
"5d31d940814d1c0001c69c5a",3,"older",3,"MIRROR","ARTIST",FALSE,6.518,3,3,"frame","new-new",1203,"new-new"
"5d31d940814d1c0001c69c5a",3,"older",4,"FEET","DEATH",FALSE,6.332,2,4,"gorilla","new-new",1203,"new-new"
"5d31d940814d1c0001c69c5a",4,"older",1,"BOYS","BOYS",TRUE,4.576,0,1,"daisy","new-new",1204,"new-new"
"5d31d940814d1c0001c69c5a",4,"older",2,"YARD","YARD",TRUE,3.359,1,2,"goose","new-new",1204,"new-new"
"5d31d940814d1c0001c69c5a",4,"older",3,"GLASS","GLASS",TRUE,3.993,3,3,"tractor","new-new",1204,"new-new"
"5d31d940814d1c0001c69c5a",4,"older",4,"NATION","NATION",TRUE,5.397,2,4,"planet","new-new",1204,"new-new"
"5d31d940814d1c0001c69c5a",5,"older",1,"FAMILY","FAMILY",TRUE,4.131,3,1,"dice","match",1205,"match"
"5d31d940814d1c0001c69c5a",5,"older",2,"ESTATE","ESTATE",TRUE,4.93,1,2,"diamond","new-new",1205,"new-new"
"5d31d940814d1c0001c69c5a",5,"older",3,"COPS","ROOF",FALSE,3.809,2,3,"suitcase","mis-match",1205,"non-match"
"5d31d940814d1c0001c69c5a",5,"older",4,"?","COPS",FALSE,6.415,0,4,"hanger","old-new",1205,"non-match"
"5d31d940814d1c0001c69c5a",6,"older",1,"AGENT","CLOCK",FALSE,3.59,2,1,"helmet","new-new",1206,"new-new"
"5d31d940814d1c0001c69c5a",6,"older",2,"CLOCK","BEAUTY",FALSE,5.197,3,2,"peg","new-new",1206,"new-new"
"5d31d940814d1c0001c69c5a",6,"older",3,"HOTEL","HOTEL",TRUE,3.543,1,3,"pepper","new-new",1206,"new-new"
"5d31d940814d1c0001c69c5a",6,"older",4,"AGENT","AGENT",TRUE,3.977,0,4,"balcony","new-new",1206,"new-new"
"5d31d940814d1c0001c69c5a",7,"older",1,"AREA","AREA",TRUE,4.618,0,1,"aeroplane","mis-match",1207,"non-match"
"5d31d940814d1c0001c69c5a",7,"older",2,"WOMEN","WOMEN",TRUE,3.224,1,2,"salt","match",1207,"match"
"5d31d940814d1c0001c69c5a",7,"older",3,"TEAR","THING",FALSE,3.559,3,3,"crown","old-new",1207,"non-match"
"5d31d940814d1c0001c69c5a",7,"older",4,"TEAR","TEAR",TRUE,5.313,2,4,"pear","new-new",1207,"new-new"
"5d31d940814d1c0001c69c5a",8,"older",1,"FLIGHT","FLIGHT",TRUE,3.675,3,1,"bolt","new-new",1208,"new-new"
"5d31d940814d1c0001c69c5a",8,"older",2,"CANDY","SALE",FALSE,4.026,1,2,"megaphone","new-new",1208,"new-new"
"5d31d940814d1c0001c69c5a",8,"older",3,"CANDY","CANDY",TRUE,5.347,0,3,"taxi","new-new",1208,"new-new"
"5d31d940814d1c0001c69c5a",8,"older",4,"?","DIRT",FALSE,5.163,2,4,"scissors","new-new",1208,"new-new"
"5d31d940814d1c0001c69c5a",9,"older",1,"TOLIET","HOUSE",FALSE,7.652,2,1,"microphone","mis-match",1209,"non-match"
"5d31d940814d1c0001c69c5a",9,"older",2,"WRITER","WRITER",TRUE,5.983,1,2,"cathedral","match",1209,"match"
"5d31d940814d1c0001c69c5a",9,"older",3,"HOUSE","TOILET",FALSE,5.698,0,3,"mushroom","old-new",1209,"non-match"
"5d31d940814d1c0001c69c5a",9,"older",4,"FLESH","FLESH",TRUE,3.893,3,4,"shovel","new-new",1209,"new-new"
"5d31d940814d1c0001c69c5a",10,"older",1,"CASINO","CASINO",TRUE,3.625,0,1,"motorbike","match",1210,"match"
"5d31d940814d1c0001c69c5a",10,"older",2,"PILLS","POLICY",FALSE,6.383,3,2,"candle","mis-match",1210,"non-match"
"5d31d940814d1c0001c69c5a",10,"older",3,"PILLS","PILLS",TRUE,3.091,1,3,"sunflower","old-new",1210,"non-match"
"5d31d940814d1c0001c69c5a",10,"older",4,"MONTH","MONTH",TRUE,3.258,2,4,"calendar","new-new",1210,"new-new"
"5d31d940814d1c0001c69c5a",11,"older",1,"STYLE","STYLE",TRUE,4.15,3,1,"telephone","mis-match",1211,"non-match"
"5d31d940814d1c0001c69c5a",11,"older",2,"SPIRIT","SPIRIT",TRUE,5.613,0,2,"ring","new-new",1211,"new-new"
"5d31d940814d1c0001c69c5a",11,"older",3,"MILE","MILE",TRUE,2.707,1,3,"map","match",1211,"match"
"5d31d940814d1c0001c69c5a",11,"older",4,"BELT","BELT",TRUE,5.012,2,4,"boot","old-new",1211,"non-match"
"5d31d940814d1c0001c69c5a",12,"older",1,"SAKE","PRINCE",FALSE,3.208,3,1,"perfume","old-new",1212,"non-match"
"5d31d940814d1c0001c69c5a",12,"older",2,"LIFE","LIFE",TRUE,5.213,0,2,"carrot","match",1212,"match"
"5d31d940814d1c0001c69c5a",12,"older",3,"RIVER","RIVER",TRUE,2.808,1,3,"sun","mis-match",1212,"non-match"
"5d31d940814d1c0001c69c5a",12,"older",4,"PRINCE","SAKE",FALSE,3.342,2,4,"spoon","new-new",1212,"new-new"
"5d31d940814d1c0001c69c5a",13,"older",1,"LOTS","VALLEY",FALSE,4.076,1,1,"bench","new-new",1213,"new-new"
"5d31d940814d1c0001c69c5a",13,"older",2,"VALLEY","LOTS",FALSE,4.21,0,2,"stool","new-new",1213,"new-new"
"5d31d940814d1c0001c69c5a",13,"older",3,"IDEAS","LETTER",FALSE,5.849,3,3,"coin","new-new",1213,"new-new"
"5d31d940814d1c0001c69c5a",13,"older",4,"LETTER","IDEAS",FALSE,3.074,2,4,"mirror","new-new",1213,"new-new"
"5d31d940814d1c0001c69c5a",14,"older",1,"SERIES","SERIES",TRUE,3.434,3,1,"rug","match",1214,"match"
"5d31d940814d1c0001c69c5a",14,"older",2,"NIGHT","NIGHT",TRUE,2.806,1,2,"tyre","mis-match",1214,"non-match"
"5d31d940814d1c0001c69c5a",14,"older",3,"DEAMON","BATH",FALSE,7.134,0,3,"anchor","old-new",1214,"non-match"
"5d31d940814d1c0001c69c5a",14,"older",4,"DEMON","DEMON",TRUE,3.674,2,4,"pawn","new-new",1214,"new-new"
"5d31d940814d1c0001c69c5a",15,"older",1,"MOMENT","MOMENT",TRUE,3.674,2,1,"stamp","match",1215,"match"
"5d31d940814d1c0001c69c5a",15,"older",2,"DUDE","DUDE",TRUE,3.675,0,2,"skateboard","old-new",1215,"non-match"
"5d31d940814d1c0001c69c5a",15,"older",3,"HONEY","APPLE",FALSE,7.236,3,3,"windmill","mis-match",1215,"non-match"
"5d31d940814d1c0001c69c5a",15,"older",4,"APPLE","HONEY",FALSE,3.526,1,4,"wheelbarrow","new-new",1215,"new-new"
"5d31d940814d1c0001c69c5a",16,"older",1,"ADVICE","ADVICE",TRUE,5.011,3,1,"razor","old-new",1216,"non-match"
"5d31d940814d1c0001c69c5a",16,"older",2,"PHOTO","PHOTO",TRUE,7.437,2,2,"dart","new-new",1216,"new-new"
"5d31d940814d1c0001c69c5a",16,"older",3,"ADVICE","SYSTEM",FALSE,5.314,1,3,"basket","mis-match",1216,"non-match"
"5d31d940814d1c0001c69c5a",16,"older",4,"DOZEN","DOZEN",TRUE,4.111,0,4,"cart","match",1216,"match"
"5d33ff76f665c6001ab9aa1e",1,"younger",1,"SYSTEM","SYSTEM",TRUE,4.297925,1,1,"peg","new-new",545,"new-new"
"5d33ff76f665c6001ab9aa1e",1,"younger",2,"HOUSE","HOUSE",TRUE,4.798805,3,2,"goose","new-new",545,"new-new"
"5d33ff76f665c6001ab9aa1e",1,"younger",3,"ESTATE","ESTATE",TRUE,3.964725,2,3,"dart","new-new",545,"new-new"
"5d33ff76f665c6001ab9aa1e",1,"younger",4,"SALE","SALE",TRUE,2.86472,0,4,"kettle","new-new",545,"new-new"
"5d33ff76f665c6001ab9aa1e",2,"younger",1,"CLOCK","CLOCK",TRUE,9.996025,0,1,"bolt","match",546,"match"
"5d33ff76f665c6001ab9aa1e",2,"younger",2,"PLENTY","PLENTY",TRUE,3.348315,1,2,"diamond","mis-match",546,"non-match"
"5d33ff76f665c6001ab9aa1e",2,"younger",3,"KIND","KIND",TRUE,1.43185,2,3,"perfume","old-new",546,"non-match"
"5d33ff76f665c6001ab9aa1e",2,"younger",4,"YARD","YARD",TRUE,2.14921,3,4,"mushroom","new-new",546,"new-new"
"5d33ff76f665c6001ab9aa1e",3,"younger",1,"FRIEND","FRIEND",TRUE,9.996625,3,1,"taxi","old-new",547,"non-match"
"5d33ff76f665c6001ab9aa1e",3,"younger",2,"JUNGLE","JUNGLE",TRUE,3.331065,1,2,"anchor","match",547,"match"
"5d33ff76f665c6001ab9aa1e",3,"younger",3,"DIRT","DIRT",TRUE,2.299165,0,3,"mirror","new-new",547,"new-new"
"5d33ff76f665c6001ab9aa1e",3,"younger",4,"THING","THING",TRUE,2.29878,2,4,"runner","mis-match",547,"non-match"
"5d33ff76f665c6001ab9aa1e",4,"younger",1,"BODY","BODY",TRUE,2.09797,3,1,"cherry","old-new",548,"non-match"
"5d33ff76f665c6001ab9aa1e",4,"younger",2,"GIRL","GIRL",TRUE,2.33252,2,2,"tray","match",548,"match"
"5d33ff76f665c6001ab9aa1e",4,"younger",3,"PRINCE","PRINCE",TRUE,2.33292,1,3,"windmill","new-new",548,"new-new"
"5d33ff76f665c6001ab9aa1e",4,"younger",4,"WOMEN","WOMEN",TRUE,2.349245,0,4,"wheel","mis-match",548,"non-match"
"5d33ff76f665c6001ab9aa1e",5,"younger",1,"SHOTS","SHOTS",TRUE,3.91449,1,1,"scissors","new-new",549,"new-new"
"5d33ff76f665c6001ab9aa1e",5,"younger",2,"LEADER","LEADER",TRUE,3.0822,0,2,"helmet","match",549,"match"
"5d33ff76f665c6001ab9aa1e",5,"younger",3,"CLIENT","CLIENT",TRUE,2.76574,2,3,"carrot","mis-match",549,"non-match"
"5d33ff76f665c6001ab9aa1e",5,"younger",4,"LIFE","LIFE",TRUE,1.73241,3,4,"razor","old-new",549,"non-match"
"5d33ff76f665c6001ab9aa1e",6,"younger",1,"PENNY","PENNY",TRUE,3.41303,3,1,"shovel","match",550,"match"
