consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no
y,12.56293,TOUGH,2.990055,1,0,0,0,0,1,stimuli/images/PICTURE_747.png,TOUGH,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_269.png,GENIUS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,0,0,0,0,1,chameleon,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_727.png,CELL,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,0,1,1,1,1,hose,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_378.png,LOSS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,0,2,2,2,1,lobster,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_697.png,KILLER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,0,3,3,4,1,peach,,,,,,,,,,,,
,,KILLER,4.097815,1,,,,,,stimuli/images/PICTURE_697.png,KILLER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,peach,0,0,0,4,1,,,,,,,
,,LOSS,1.766305,1,,,,,,stimuli/images/PICTURE_378.png,LOSS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,lobster,0,1,1,2,1,,,,,,,
,,GENIUS,2.31582,1,,,,,,stimuli/images/PICTURE_269.png,GENIUS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,chameleon,0,2,2,0,1,,,,,,,
,,CELL,2.166365,1,,,,,,stimuli/images/PICTURE_727.png,CELL,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,hose,0,3,3,1,1,,,,,,,
,,DEVIL,2.16561,1,,,,,,stimuli/images/PICTURE_658.png,DEVIL,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,crow,0,4,4,3,1,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_93.png,GIRL,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,skateboard,,,,,,0,0,0,31,1,4,2
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,anchor,,,,,,0,1,1,58,1,6,2
,,,,,,,,,,stimuli/images/PICTURE_677.png,FAMILY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,map,,,,,,0,2,2,53,1,6,2
,,,,,,,,,,stimuli/images/PICTURE_57.png,CANDY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,stamp,,,,,,0,3,3,52,1,6,2
,,,,,,,,,,stimuli/images/PICTURE_68.png,KIND,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,candle,,,,,,0,4,4,23,1,3,2
,,,,,,,,,,stimuli/images/PICTURE_692.png,DUDE,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,cherry,,,,,,0,5,5,47,1,5,2
,,,,,,,,,,stimuli/images/PICTURE_311.png,TOILET,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,razor,,,,,,0,6,6,54,1,6,2
,,,,,,,,,,stimuli/images/PICTURE_655.png,SALE,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,megaphone,,,,,,0,7,7,57,1,6,2
,,,,,,,,,,stimuli/images/PICTURE_2.png,YARD,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,tyre,,,,,,0,8,8,55,1,6,2
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,anchor,,,,,,0,9,9,13,1,2,2
,,,,,,,,,,stimuli/images/PICTURE_487.png,POLICY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_14h04.18.722,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,5,,,,,,basket,,,,,,0,10,10,34,1,4,2
