"participant","trial_no","group","time","recalled","word","recall_acc","recall_rt","study_pos","test_pos","image","item_type","id","distraction","interval","prev_assoc","ltm_intru","resp_type","tran_dist"
"5bc4784e85214800017d8c1a",15,"younger",3,"NIGHT","NIGHT",TRUE,2.22099,1,3,"perfume","new-new",255,"yes","2 s",NA,NA,"correct",NA
"5bc4784e85214800017d8c1a",15,"younger",4,"WOMEN","CLOCK",FALSE,2.02674,3,4,"runner","new-new",255,"yes","2 s",NA,NA,"within",-1
"5bc4784e85214800017d8c1a",16,"younger",1,"ADVICE","ADVICE",TRUE,2.14198,1,1,"calendar","mis-match",256,"yes","2 s","FLIGHT",0,"correct",NA
"5bc4784e85214800017d8c1a",16,"younger",2,"ROOF","ROOF",TRUE,2.04196,3,2,"basket","match",256,"yes","2 s",NA,NA,"correct",NA
"5bc4784e85214800017d8c1a",16,"younger",3,"LOTS","LOTS",TRUE,2.24513,4,3,"spoon","new-new",256,"yes","2 s",NA,NA,"correct",NA
"5bc4784e85214800017d8c1a",16,"younger",4,"DIRT","DIRT",TRUE,2.544395,2,4,"ring","old-new",256,"yes","2 s","WEAPON",0,"correct",NA
"5bd45c509afb5b00015c48f4",1,"older",1,"DEATH","SHOTS",FALSE,3.90412,3,1,"cart","new-new",1393,"yes","2 s",NA,NA,"within",1
"5bd45c509afb5b00015c48f4",1,"older",2,"?","LIFE",FALSE,2.38661,4,2,"pawn","new-new",1393,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",1,"older",3,"DEATH","DEATH",TRUE,2.45397,2,3,"aeroplane","new-new",1393,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",1,"older",4,"LEADER","LEADER",TRUE,3.37286,1,4,"sunflower","new-new",1393,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",2,"older",1,"POLICY","POLICY",TRUE,4.05572,1,1,"pepper","mis-match",1394,"yes","2 s","SPEECH",0,"correct",NA
"5bd45c509afb5b00015c48f4",2,"older",2,"JUNGLE","BELT",FALSE,3.1706,4,2,"wheelbarrow","new-new",1394,"yes","2 s",NA,NA,"within",2
"5bd45c509afb5b00015c48f4",2,"older",3,"BATH","BATH",TRUE,2.08653,3,3,"spoon","match",1394,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",2,"older",4,"RIVER","JUNGLE",FALSE,5.07676,2,4,"planet","old-new",1394,"yes","2 s","RIVER",1,"ltm",NA
"5bd45c509afb5b00015c48f4",3,"older",1,"?","CANDY",FALSE,0.38244,2,1,"tractor","new-new",1395,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",3,"older",2,"?","FEET",FALSE,4.509215,3,2,"runner","new-new",1395,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",3,"older",3,"?","CLIENT",FALSE,3.2865,4,3,"watch","new-new",1395,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",3,"older",4,"?","FLIGHT",FALSE,1.584855,1,4,"wheel","new-new",1395,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",4,"older",1,"AREA","AREA",TRUE,5.860405,3,1,"shovel","match",1396,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",4,"older",2,"PHOTO","DEMON",FALSE,3.353905,2,2,"telephone","mis-match",1396,"yes","2 s","PHOTO",1,"ltm",NA
"5bd45c509afb5b00015c48f4",4,"older",3,"ADVICE","ADVICE",TRUE,5.292725,1,3,"megaphone","new-new",1396,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",4,"older",4,"BEAUTY","SAKE",FALSE,3.50518,4,4,"motorbike","old-new",1396,"yes","2 s","BEAUTY",1,"ltm",NA
"5bd45c509afb5b00015c48f4",5,"older",1,"LETTER","THING",FALSE,7.027295,1,1,"frame","old-new",1397,"yes","2 s","COPS",0,"ltm",NA
"5bd45c509afb5b00015c48f4",5,"older",2,"PRINCE","PRINCE",TRUE,3.936045,4,2,"peg","mis-match",1397,"yes","2 s","DEMON",0,"correct",NA
"5bd45c509afb5b00015c48f4",5,"older",3,"HOUSE","HOUSE",TRUE,2.33645,3,3,"mushroom","match",1397,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",5,"older",4,"FOOD","FOOD",TRUE,2.28698,2,4,"dart","new-new",1397,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",6,"older",1,"WOMEN","WEAPON",FALSE,5.97457,3,1,"cherry","new-new",1398,"yes","2 s",NA,NA,"within",-1
"5bd45c509afb5b00015c48f4",6,"older",2,"WOMEN","WOMEN",TRUE,3.95359,4,2,"microphone","old-new",1398,"yes","2 s","SPIRIT",0,"correct",NA
"5bd45c509afb5b00015c48f4",6,"older",3,"WRITER","WRITER",TRUE,2.87092,1,3,"cap","mis-match",1398,"yes","2 s","ARTIST",0,"correct",NA
"5bd45c509afb5b00015c48f4",6,"older",4,"KIND","KIND",TRUE,2.4707,2,4,"candle","match",1398,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",7,"older",1,"?","MILE",FALSE,4.50773,4,1,"taxi","new-new",1399,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",7,"older",2,"?","DIRT",FALSE,2.53566,2,2,"scissors","old-new",1399,"yes","2 s","DUDE",0,"omission",NA
"5bd45c509afb5b00015c48f4",7,"older",3,"?","SPEECH",FALSE,2.03642,3,3,"carrot","mis-match",1399,"yes","2 s","PRINCE",0,"omission",NA
"5bd45c509afb5b00015c48f4",7,"older",4,"YARD","YARD",TRUE,3.038085,1,4,"monkey","match",1399,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",8,"older",1,"FRIENDS","GODS",FALSE,4.44002,3,1,"perfume","new-new",1400,"yes","2 s",NA,NA,"extra",NA
"5bd45c509afb5b00015c48f4",8,"older",2,"FRIENDS","FRIEND",FALSE,3.337955,4,2,"balcony","new-new",1400,"yes","2 s",NA,NA,"extra",NA
"5bd45c509afb5b00015c48f4",8,"older",3,"DANGER","DANGER",TRUE,2.82156,1,3,"crown","new-new",1400,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",8,"older",4,"FOE","VALLEY",FALSE,3.67141,2,4,"basket","new-new",1400,"yes","2 s",NA,NA,"extra",NA
"5bd45c509afb5b00015c48f4",9,"older",1,"DICE","APPLE",FALSE,4.206375,1,1,"dice","new-new",1401,"yes","2 s",NA,NA,"extra",NA
"5bd45c509afb5b00015c48f4",9,"older",2,"ROOF","ROOF",TRUE,2.302965,3,2,"rug","match",1401,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",9,"older",3,"BOYS","MOMENT",FALSE,3.2731,2,3,"boot","old-new",1401,"yes","2 s","BOYS",1,"ltm",NA
"5bd45c509afb5b00015c48f4",9,"older",4,"WRITER","IDEAS",FALSE,3.254925,4,4,"coin","mis-match",1401,"yes","2 s","WRITER",1,"ltm",NA
"5bd45c509afb5b00015c48f4",10,"older",1,"FAMILY","FAMILY",TRUE,8.864805,3,1,"ring","new-new",1402,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",10,"older",2,"DANGER","PILLS",FALSE,3.52292,1,2,"skateboard","new-new",1402,"yes","2 s",NA,NA,"extra",NA
"5bd45c509afb5b00015c48f4",10,"older",3,"NIGHT","NIGHT",TRUE,2.65431,4,3,"bench","new-new",1402,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",10,"older",4,"SPEECH","RECORD",FALSE,5.090925,2,4,"razor","new-new",1402,"yes","2 s",NA,NA,"ltm",NA
"5bd45c509afb5b00015c48f4",11,"older",1,"PLENTY","PLENTY",TRUE,5.91059,2,1,"salt","mis-match",1403,"yes","2 s","IDEAS",0,"correct",NA
"5bd45c509afb5b00015c48f4",11,"older",2,"HONEY","HONEY",TRUE,4.206335,1,2,"kettle","old-new",1403,"yes","2 s","HOTEL",0,"correct",NA
"5bd45c509afb5b00015c48f4",11,"older",3,"?","CLOCK",FALSE,4.088455,3,3,"pear","new-new",1403,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",11,"older",4,"STYLE","STYLE",TRUE,2.77156,4,4,"suitcase","match",1403,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",12,"older",1,"LETTER","LETTER",TRUE,3.655705,4,1,"mirror","match",1404,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",12,"older",2,"STYLE","SYSTEM",FALSE,4.357965,1,2,"sun","new-new",1404,"yes","2 s",NA,NA,"previous",NA
"5bd45c509afb5b00015c48f4",12,"older",3,"?","TEAR",FALSE,2.46896,3,3,"hanger","old-new",1404,"yes","2 s","YEAR",0,"omission",NA
"5bd45c509afb5b00015c48f4",12,"older",4,"?","ARTIST",FALSE,3.30559,2,4,"calendar","mis-match",1404,"yes","2 s","POLICY",0,"omission",NA
"5bd45c509afb5b00015c48f4",13,"older",1,"NATION","NATION",TRUE,4.089385,4,1,"stamp","match",1405,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",13,"older",2,"GLASS","BODY",FALSE,4.474435,1,2,"daisy","old-new",1405,"yes","2 s","GLASS",1,"ltm",NA
"5bd45c509afb5b00015c48f4",13,"older",3,"TOILET","TOILET",TRUE,4.840425,3,3,"anchor","mis-match",1405,"yes","2 s","PLENTY",0,"correct",NA
"5bd45c509afb5b00015c48f4",13,"older",4,"PENNY","PENNY",TRUE,3.504215,2,4,"stool","new-new",1405,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",14,"older",1,"?","SERIES",FALSE,4.355745,1,1,"tyre","new-new",1406,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",14,"older",2,"?","SALE",FALSE,1.800455,2,2,"diamond","new-new",1406,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",14,"older",3,"?","MILLER",FALSE,1.669265,4,3,"bolt","new-new",1406,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",14,"older",4,"AGENT","AGENT",TRUE,2.72153,3,4,"goose","new-new",1406,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",15,"older",1,"CASINO","CASINO",TRUE,4.423235,3,1,"helmet","match",1407,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",15,"older",2,"MONTH","GIRL",FALSE,2.988595,4,2,"pencil","old-new",1407,"yes","2 s","MONTH",1,"ltm",NA
"5bd45c509afb5b00015c48f4",15,"older",3,"NATION","ESTATE",FALSE,3.57191,1,3,"map","new-new",1407,"yes","2 s",NA,NA,"ltm",NA
"5bd45c509afb5b00015c48f4",15,"older",4,"PHOTO","PHOTO",TRUE,4.07478,2,4,"cathedral","mis-match",1407,"yes","2 s","TOILET",0,"correct",NA
"5bd45c509afb5b00015c48f4",16,"older",1,"PLENTY","DOZEN",FALSE,6.10705,1,1,"gorilla","new-new",1408,"yes","2 s",NA,NA,"ltm",NA
"5bd45c509afb5b00015c48f4",16,"older",2,"?","FLESH",FALSE,2.369685,2,2,"windmill","new-new",1408,"yes","2 s",NA,NA,"omission",NA
"5bd45c509afb5b00015c48f4",16,"older",3,"LOTS","LOTS",TRUE,2.705365,4,3,"backpack","new-new",1408,"yes","2 s",NA,NA,"correct",NA
"5bd45c509afb5b00015c48f4",16,"older",4,"CAR","CARS",FALSE,2.854455,3,4,"tray","new-new",1408,"yes","2 s",NA,NA,"extra",NA
"5c1a59395b2ab700015af793",1,"younger",1,"FOOD","FOOD",TRUE,1.533,1,1,"cathedral","new-new",193,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",1,"younger",2,"MOMENT","MOMENT",TRUE,1.967,4,2,"aeroplane","new-new",193,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",1,"younger",3,"LETTER","MILLER",FALSE,3.251,3,3,"sunflower","new-new",193,"yes","2 s",NA,NA,"within",1
"5c1a59395b2ab700015af793",1,"younger",4,"LETTER","LETTER",TRUE,2.033,2,4,"hanger","new-new",193,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",2,"younger",1,"LOTS","LOTS",TRUE,1.482,1,1,"microphone","match",194,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",2,"younger",2,"TEAR","TEAR",TRUE,2.216,4,2,"calendar","new-new",194,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",2,"younger",3,"?","BELT",FALSE,2.8,2,3,"wheelbarrow","old-new",194,"yes","2 s","HOTEL",0,"omission",NA
"5c1a59395b2ab700015af793",2,"younger",4,"ADVICE","ADVICE",TRUE,2.084,3,4,"stamp","mis-match",194,"yes","2 s","CASINO",0,"correct",NA
"5c1a59395b2ab700015af793",3,"younger",1,"NATION","NATION",TRUE,2.233,1,1,"pepper","new-new",195,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",3,"younger",2,"DANGER","DANGER",TRUE,1.684,3,2,"skateboard","new-new",195,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",3,"younger",3,"?","POLICY",FALSE,2.383,2,3,"frame","new-new",195,"yes","2 s",NA,NA,"omission",NA
"5c1a59395b2ab700015af793",3,"younger",4,"RECORD","RECORD",TRUE,2.217,4,4,"sun","new-new",195,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",4,"younger",1,"VALLEY","VALLEY",TRUE,2.283,3,1,"megaphone","old-new",196,"yes","2 s","TOILET",0,"correct",NA
"5c1a59395b2ab700015af793",4,"younger",2,"DOZEN","DOZEN",TRUE,2.201,1,2,"basket","new-new",196,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",4,"younger",3,"PHOTO","PHOTO",TRUE,1.5,2,3,"spoon","mis-match",196,"yes","2 s","PLENTY",0,"correct",NA
"5c1a59395b2ab700015af793",4,"younger",4,"COPS","COPS",TRUE,1.4,4,4,"pencil","match",196,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",5,"younger",1,"GLASS","GLASS",TRUE,1.867,1,1,"rug","match",197,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",5,"younger",2,"DEMON","DEMON",TRUE,1.917,2,2,"salt","new-new",197,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",5,"younger",3,"FEET","FEET",TRUE,1.951,4,3,"crown","old-new",197,"yes","2 s","PILLS",0,"correct",NA
"5c1a59395b2ab700015af793",5,"younger",4,"BATH","BATH",TRUE,3.751,3,4,"daisy","mis-match",197,"yes","2 s","RIVER",0,"correct",NA
"5c1a59395b2ab700015af793",6,"younger",1,"YEAR","YEAR",TRUE,4.034,2,1,"telephone","mis-match",198,"yes","2 s","BATH",0,"correct",NA
"5c1a59395b2ab700015af793",6,"younger",2,"CANDY","CANDY",TRUE,4.118,3,2,"cart","new-new",198,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",6,"younger",3,"FLIGHT","FLIGHT",TRUE,2.202,1,3,"tyre","match",198,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",6,"younger",4,"ARTIST","ARTIST",TRUE,2.018,4,4,"gorilla","old-new",198,"yes","2 s","HONEY",0,"correct",NA
"5c1a59395b2ab700015af793",7,"younger",1,"SALE","SYSTEM",FALSE,1.666,2,1,"peg","new-new",199,"yes","2 s",NA,NA,"within",1
"5c1a59395b2ab700015af793",7,"younger",2,"ARTIST","ESTATE",FALSE,2.017,3,2,"dart","new-new",199,"yes","2 s",NA,NA,"previous",NA
"5c1a59395b2ab700015af793",7,"younger",3,"SALE","SALE",TRUE,1.784,1,3,"kettle","new-new",199,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",7,"younger",4,"HOUSE","HOUSE",TRUE,1.4,4,4,"goose","new-new",199,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",8,"younger",1,"YARD","YARD",TRUE,1.716,4,1,"mushroom","new-new",200,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",8,"younger",2,"CLOCK","CLOCK",TRUE,1.55,1,2,"bolt","match",200,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",8,"younger",3,"PLENTY","KIND",FALSE,4.335,3,3,"perfume","old-new",200,"yes","2 s","GODS",0,"within",1
"5c1a59395b2ab700015af793",8,"younger",4,"PLENTY","PLENTY",TRUE,1.668,2,4,"diamond","mis-match",200,"yes","2 s","THING",0,"correct",NA
"5c1a59395b2ab700015af793",9,"younger",1,"CARS","CARS",TRUE,1.683,1,1,"motorbike","new-new",201,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",9,"younger",2,"MILE","MILE",TRUE,1.866,4,2,"dice","new-new",201,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",9,"younger",3,"BOYS","BOYS",TRUE,1.585,2,3,"monkey","new-new",201,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",9,"younger",4,"SPIRIT","SPIRIT",TRUE,1.6,3,4,"tractor","new-new",201,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",10,"younger",1,"ROOF","ROOF",TRUE,1.933,1,1,"planet","new-new",202,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",10,"younger",2,"DEATH","WRITER",FALSE,2.568,2,2,"watch","new-new",202,"yes","2 s",NA,NA,"within",-1
"5c1a59395b2ab700015af793",10,"younger",3,"NIGHT","NIGHT",TRUE,1.417,4,3,"cap","new-new",202,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",10,"younger",4,"DEATH","DEATH",TRUE,1.8,3,4,"suitcase","new-new",202,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",11,"younger",1,"STYL","STYLE",FALSE,2.116,3,1,"pawn","new-new",203,"yes","2 s",NA,NA,"extra",NA
"5c1a59395b2ab700015af793",11,"younger",2,"IDEAS","SERIES",FALSE,4.151,2,2,"coin","new-new",203,"yes","2 s",NA,NA,"within",-2
"5c1a59395b2ab700015af793",11,"younger",3,"IDEAS","IDEAS",TRUE,2.551,4,3,"candle","new-new",203,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",11,"younger",4,"?","FLESH",FALSE,2.884,1,4,"balcony","new-new",203,"yes","2 s",NA,NA,"omission",NA
"5c1a59395b2ab700015af793",12,"younger",1,"JUNGLE","JUNGLE",TRUE,1.917,2,1,"anchor","match",204,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",12,"younger",2,"THING","DIRT",FALSE,3.852,1,2,"mirror","new-new",204,"yes","2 s",NA,NA,"within",-2
"5c1a59395b2ab700015af793",12,"younger",3,"THING","THING",TRUE,1.168,3,3,"runner","mis-match",204,"yes","2 s","WOMEN",0,"correct",NA
"5c1a59395b2ab700015af793",12,"younger",4,"FRIEND","FRIEND",TRUE,2.733,4,4,"taxi","old-new",204,"yes","2 s","FAMILY",0,"correct",NA
"5c1a59395b2ab700015af793",13,"younger",1,"BOOTS","RIVER",FALSE,2.165,2,1,"backpack","mis-match",205,"yes","2 s","CLIENT",0,"extra",NA
"5c1a59395b2ab700015af793",13,"younger",2,"PENNY","PENNY",TRUE,2.716,4,2,"shovel","match",205,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",13,"younger",3,"BIKE","WEAPON",FALSE,4.352,3,3,"boot","new-new",205,"yes","2 s",NA,NA,"extra",NA
"5c1a59395b2ab700015af793",13,"younger",4,"AREA","AREA",TRUE,1.782,1,4,"bench","old-new",205,"yes","2 s","DUDE",0,"correct",NA
"5c1a59395b2ab700015af793",14,"younger",1,"LEADER","LEADER",TRUE,1.78,1,1,"helmet","match",206,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",14,"younger",2,"LIFE","LIFE",TRUE,1.865,4,2,"razor","old-new",206,"yes","2 s","BEAUTY",0,"correct",NA
"5c1a59395b2ab700015af793",14,"younger",3,"SHOTS","SHOTS",TRUE,1.82,2,3,"scissors","new-new",206,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",14,"younger",4,"CLIENT","CLIENT",TRUE,1.283,3,4,"carrot","mis-match",206,"yes","2 s","ADVICE",0,"correct",NA
"5c1a59395b2ab700015af793",15,"younger",1,"APPLE","APPLE",TRUE,2.449,2,1,"stool","old-new",207,"yes","2 s","AGENT",0,"correct",NA
"5c1a59395b2ab700015af793",15,"younger",2,"CASINO","CASINO",TRUE,3.134,3,2,"map","mis-match",207,"yes","2 s","PHOTO",0,"correct",NA
"5c1a59395b2ab700015af793",15,"younger",3,"SAKE","SAKE",TRUE,1.952,1,3,"ring","match",207,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",15,"younger",4,"SPEECH","SPEECH",TRUE,1.697,4,4,"pear","new-new",207,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",16,"younger",1,"WOMEN","WOMEN",TRUE,3.483,1,1,"wheel","mis-match",208,"yes","2 s","YEAR",0,"correct",NA
"5c1a59395b2ab700015af793",16,"younger",2,"GIRL","GIRL",TRUE,1.567,3,2,"tray","match",208,"yes","2 s",NA,NA,"correct",NA
"5c1a59395b2ab700015af793",16,"younger",3,"BODY","BODY",TRUE,2.735,4,3,"cherry","old-new",208,"yes","2 s","MONTH",0,"correct",NA
"5c1a59395b2ab700015af793",16,"younger",4,"PRINCE","PRINCE",TRUE,1.217,2,4,"windmill","new-new",208,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",1,"older",1,"CANDY","CANDY",TRUE,3.63,1,1,"pawn","match",1009,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",1,"older",2,"NATION","AREA",FALSE,3.916,2,2,"helmet","old-new",1009,"yes","2 s","BEAUTY",0,"within",-1
"5c28b31a0091e40001ca5030",1,"older",3,"AREA","NATION",FALSE,2.265,3,3,"tyre","new-new",1009,"yes","2 s",NA,NA,"within",1
"5c28b31a0091e40001ca5030",1,"older",4,"WRITER","WRITER",TRUE,4.299,4,4,"dice","mis-match",1009,"yes","2 s","ESTATE",0,"correct",NA
"5c28b31a0091e40001ca5030",2,"older",1,"STYLE","HOTEL",FALSE,4.28,3,1,"skateboard","new-new",1010,"yes","2 s",NA,NA,"within",2
"5c28b31a0091e40001ca5030",2,"older",2,"FOOD","FOOD",TRUE,2.283,2,2,"rug","new-new",1010,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",2,"older",3,"HOTEL","DOZEN",FALSE,3.299,4,3,"balcony","new-new",1010,"yes","2 s",NA,NA,"within",1
"5c28b31a0091e40001ca5030",2,"older",4,"STYLE","STYLE",TRUE,4.264,1,4,"aeroplane","new-new",1010,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",3,"older",1,"YARD","YARD",TRUE,4.047,3,1,"wheelbarrow","new-new",1011,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",3,"older",2,"WOMEN","WOMEN",TRUE,3.282,2,2,"stamp","new-new",1011,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",3,"older",3,"AGENT","AGENT",TRUE,3.715,1,3,"watch","new-new",1011,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",3,"older",4,"CASDINO","CASINO",FALSE,2.931,4,4,"pepper","new-new",1011,"yes","2 s",NA,NA,"extra",NA
"5c28b31a0091e40001ca5030",4,"older",1,"PRINCE","PRINCE",TRUE,5.146,3,1,"cap","new-new",1012,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",4,"older",2,"SAKE","SAKE",TRUE,3.331,2,2,"anchor","new-new",1012,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",4,"older",3,"RECORD","RECORD",TRUE,5.332,1,3,"frame","new-new",1012,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",4,"older",4,"DIRT","DIRT",TRUE,2.599,4,4,"hanger","new-new",1012,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",5,"older",1,"LEADER","LEADER",TRUE,6.197,4,1,"crown","mis-match",1013,"yes","2 s","JUNGLE",0,"correct",NA
"5c28b31a0091e40001ca5030",5,"older",2,"SHOTS","SHOTS",TRUE,4.031,3,2,"windmill","old-new",1013,"yes","2 s","SALE",0,"correct",NA
"5c28b31a0091e40001ca5030",5,"older",3,"LETTER","LETTER",TRUE,3.599,2,3,"stool","match",1013,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",5,"older",4,"WEAPON","WEAPON",TRUE,5.664,1,4,"perfume","new-new",1013,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",6,"older",1,"GODS","GODS",TRUE,6.013,4,1,"bench","new-new",1014,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",6,"older",2,"ROOFTO","ROOF",FALSE,9.997,1,2,"megaphone","new-new",1014,"yes","2 s",NA,NA,"extra",NA
"5c28b31a0091e40001ca5030",6,"older",3,"OYS","BOYS",FALSE,4.998,3,3,"razor","new-new",1014,"yes","2 s",NA,NA,"extra",NA
"5c28b31a0091e40001ca5030",6,"older",4,"POLICE","COPS",FALSE,5.031,2,4,"tractor","new-new",1014,"yes","2 s",NA,NA,"extra",NA
"5c28b31a0091e40001ca5030",7,"older",1,"ESTATE","ESTATE",TRUE,7.046,3,1,"runner","mis-match",1015,"yes","2 s","CLOCK",0,"correct",NA
"5c28b31a0091e40001ca5030",7,"older",2,"SERIES","SERIES",TRUE,3.482,2,2,"coin","match",1015,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",7,"older",3,"GLASS","GLASS",TRUE,3.748,1,3,"dart","old-new",1015,"yes","2 s","ADVICE",0,"correct",NA
"5c28b31a0091e40001ca5030",7,"older",4,"IDEAS","IDEAS",TRUE,3.848,4,4,"sun","new-new",1015,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",8,"older",1,"LOTS","LOTS",TRUE,3.68,4,1,"cathedral","mis-match",1016,"yes","2 s","RIVER",0,"correct",NA
"5c28b31a0091e40001ca5030",8,"older",2,"HOUSE","HOUSE",TRUE,4.014,1,2,"mirror","new-new",1016,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",8,"older",3,"SYSTEM","SYSTEM",TRUE,5.314,3,3,"ring","match",1016,"yes","2 s",NA,NA,"correct",NA
"5c28b31a0091e40001ca5030",8,"older",4,"?","PHOTO",FALSE,5.481,2,4,"candle","old-new",1016,"yes","2 s","MILE",0,"omission",NA
"5c28b31a0091e40001ca5030",9,"older",1,"BO","HONEY",FALSE,9.995,4,1,"suitcase","match",1017,"yes","2 s",NA,NA,"extra",NA
"5c28b31a0091e40001ca5030",9,"older",2,"JUNGLE","JUNGLE",TRUE,8.864,1,2,"salt","mis-match",1017,"yes","2 s","LOTS",0,"correct",NA
"5c28b31a0091e40001ca5030",9,"older",3,"?","BODY",FALSE,9.997,3,3,"gorilla","old-new",1017,"yes","2 s","DEATH",0,"omission",NA
"5c28b31a0091e40001ca5030",9,"older",4,"LIFE","LIFE",TRUE,3.665,2,4,"carrot","new-new",1017,"yes","2 s",NA,NA,"correct",NA
