consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv
,,?,10.01187,0,,,,,,stimuli/images/PICTURE_348.png,TOILET,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pepper,,,,,,,,,,,1,2,0,14,14,4,1,,,,,,
,,?,0.001455,0,,,,,,stimuli/images/PICTURE_208.png,SPIRIT,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,microphone,,,,,,,,,,,3,2,0,15,15,28,1,,,,,,
,,?,0.00131,0,,,,,,stimuli/images/PICTURE_470.png,BEAUTY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,motorbike,,,,,,,,,,,3,2,0,16,16,26,1,,,,,,
,,?,0.00073,0,,,,,,stimuli/images/PICTURE_57.png,CASINO,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,stamp,,,,,,,,,,,2,2,0,17,17,12,1,,,,,,
,,?,0.00069,0,,,,,,stimuli/images/PICTURE_504.png,HOUSE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,wheel,,,,,,,,,,,4,2,0,18,18,36,1,,,,,,
,,?,0.000665,0,,,,,,stimuli/images/PICTURE_255.png,PENNY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,shovel,,,,,,,,,,,2,2,0,19,19,19,1,,,,,,
,,?,0.00141,0,,,,,,stimuli/images/PICTURE_296.png,CLOCK,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,bolt,,,,,,,,,,,2,2,0,20,20,18,1,,,,,,
,,?,0.00139,0,,,,,,stimuli/images/PICTURE_348.png,DUDE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pepper,,,,,,,,,,,6,2,0,21,21,59,1,,,,,,
,,?,0.001265,0,,,,,,stimuli/images/PICTURE_667.png,GLASS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,daisy,,,,,,,,,,,3,2,0,22,22,27,1,,,,,,
,,?,0.000955,0,,,,,,stimuli/images/PICTURE_509.png,BATH,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,telephone,,,,,,,,,,,2,2,0,23,23,15,1,,,,,,
,,?,0.001395,0,,,,,,stimuli/images/PICTURE_57.png,CANDY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,stamp,,,,,,,,,,,6,2,0,24,24,52,1,,,,,,
,,?,0.002685,0,,,,,,stimuli/images/PICTURE_509.png,MILLER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,telephone,,,,,,,,,,,5,2,0,25,25,49,1,,,,,,
,,?,0.00118,0,,,,,,stimuli/images/PICTURE_655.png,SALE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,megaphone,,,,,,,,,,,6,2,0,26,26,57,1,,,,,,
,,?,0.00093,0,,,,,,stimuli/images/PICTURE_327.png,LEADER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,helmet,,,,,,,,,,,2,2,0,27,27,17,1,,,,,,
,,?,0.00089,0,,,,,,stimuli/images/PICTURE_356.png,CANDY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pawn,,,,,,,,,,,5,2,0,28,28,46,1,,,,,,
,,?,0.00088,0,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,anchor,,,,,,,,,,,6,2,0,29,29,58,1,,,,,,
,,WRITER,5.97039,1,,,,,,stimuli/images/PICTURE_285.png,WRITER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,carrot,,,,,,,,,,,1,2,0,30,30,6,1,,,,,,
,,?,0.001655,0,,,,,,stimuli/images/PICTURE_297.png,BODY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,aeroplane,,,,,,,,,,,6,2,0,31,31,51,1,,,,,,
,,HOUSE,5.507535,0,,,,,,stimuli/images/PICTURE_123.png,SALE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,dart,,,,,,,,,,,1,2,0,32,32,8,1,,,,,,
,,?,0.0013,0,,,,,,stimuli/images/PICTURE_160.png,HOTEL,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,wheelbarrow,,,,,,,,,,,2,2,0,33,33,16,1,,,,,,
,,?,0.001065,0,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,anchor,,,,,,,,,,,2,2,0,34,34,13,1,,,,,,
,,?,0.00069,0,,,,,,stimuli/images/PICTURE_564.png,PLENTY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,spoon,,,,,,,,,,,2,2,0,35,35,11,1,,,,,,
,,FOOD,3.037755,1,,,,,,stimuli/images/PICTURE_215.png,FOOD,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,boot,,,,,,,,,,,1,2,0,36,36,5,1,,,,,,
,,?,0.00149,0,,,,,,stimuli/images/PICTURE_2.png,AREA,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,tyre,,,,,,,,,,,4,2,0,37,37,32,1,,,,,,
,,SALE,5.39959,0,,,,,,stimuli/images/PICTURE_311.png,FLESH,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,razor,,,,,,,,,,,1,2,0,38,38,3,1,,,,,,
,,?,0.00159,0,,,,,,stimuli/images/PICTURE_654.png,YEAR,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pencil,,,,,,,,,,,5,2,0,39,39,41,1,,,,,,
,,?,0.00117,0,,,,,,stimuli/images/PICTURE_57.png,NATION,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,stamp,,,,,,,,,,,3,2,0,40,40,21,1,,,,,,
,,?,0.00092,0,,,,,,stimuli/images/PICTURE_215.png,LEADER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,boot,,,,,,,,,,,5,2,0,41,41,43,1,,,,,,
,,?,0.00086,0,,,,,,stimuli/images/PICTURE_487.png,POLICY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,basket,,,,,,,,,,,4,2,0,42,42,34,1,,,,,,
,,?,0.00085,0,,,,,,stimuli/images/PICTURE_487.png,ROOF,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,basket,,,,,,,,,,,6,2,0,43,43,50,1,,,,,,
,,COPS,3.86021,1,,,,,,stimuli/images/PICTURE_452.png,COPS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,watch,,,,,,,,,,,1,2,0,44,44,0,1,,,,,,
,,?,0.00267,0,,,,,,stimuli/images/PICTURE_677.png,FAMILY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,map,,,,,,,,,,,6,2,0,45,45,53,1,,,,,,
,,?,0.001245,0,,,,,,stimuli/images/PICTURE_177.png,HOUSE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,mushroom,,,,,,,,,,,3,2,0,46,46,25,1,,,,,,
,,?,0.001435,0,,,,,,stimuli/images/PICTURE_314.png,SPEECH,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,perfume,,,,,,,,,,,4,2,0,47,47,35,1,,,,,,
,,HOUSE,3.549215,0,,,,,,stimuli/images/PICTURE_2.png,JUNGLE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,tyre,,,,,,,,,,,1,2,0,48,48,1,1,,,,,,
,,?,0.001585,0,,,,,,stimuli/images/PICTURE_33.png,COPS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,frame,,,,,,,,,,,3,2,0,49,49,29,1,,,,,,
,,?,0.001205,0,,,,,,stimuli/images/PICTURE_509.png,APPLE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,telephone,,,,,,,,,,,4,2,0,50,50,38,1,,,,,,
,,?,0.00103,0,,,,,,stimuli/images/PICTURE_95.png,NIGHT,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,suitcase,,,,,,,,,,,4,2,0,51,51,37,1,,,,,,
,,HOUSE,3.25166,0,,,,,,stimuli/images/PICTURE_509.png,SHOTS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,telephone,,,,,,,,,,,1,2,0,52,52,7,1,,,,,,
,,?,0.002065,0,,,,,,stimuli/images/PICTURE_147.png,LEADER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,hanger,,,,,,,,,,,4,2,0,53,53,33,1,,,,,,
,,?,0.001505,0,,,,,,stimuli/images/PICTURE_93.png,GIRL,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,skateboard,,,,,,,,,,,4,2,0,54,54,31,1,,,,,,
,,?,0.00136,0,,,,,,stimuli/images/PICTURE_677.png,PHOTO,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,map,,,,,,,,,,,2,2,0,55,55,14,1,,,,,,
,,?,0.00103,0,,,,,,stimuli/images/PICTURE_470.png,MOMENT,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,motorbike,,,,,,,,,,,5,2,0,56,56,40,1,,,,,,
,,?,0.00236,0,,,,,,stimuli/images/PICTURE_654.png,COPS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pencil,,,,,,,,,,,2,2,0,57,57,10,1,,,,,,
,,?,0.00063,0,,,,,,stimuli/images/PICTURE_18.png,RIVER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,planet,,,,,,,,,,,3,2,0,58,58,22,1,,,,,,
,,?,0.000635,0,,,,,,stimuli/images/PICTURE_708.png,VALLEY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,monkey,,,,,,,,,,,5,2,0,59,59,45,1,,,,,,
,,,,,,,,,,,,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,stimuli/learn-block3.csv
,,,,,,,,,,stimuli/images/PICTURE_654.png,VALLEY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pencil,,,,,,0,0,0,1,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,CLIENT,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,monkey,,,,,,0,1,1,5,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_675.png,WEAPON,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,windmill,,,,,,0,2,2,32,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_453.png,DUDE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,scissors,,,,,,0,3,3,27,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_308.png,ESTATE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,dice,,,,,,0,4,4,46,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,WRITER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,rug,,,,,,0,5,5,57,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_233.png,IDEAS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,salt,,,,,,0,6,6,28,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_453.png,PLENTY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,scissors,,,,,,0,7,7,56,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,PHOTO,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,gorilla,,,,,,0,8,8,52,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,SAKE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,ring,,,,,,0,9,9,17,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,ADVICE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,carrot,,,,,,0,10,10,12,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,PHOTO,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,telephone,,,,,,0,11,11,21,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_203.png,ARTIST,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,cap,,,,,,0,12,12,26,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_339.png,PLENTY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,backpack,,,,,,0,13,13,0,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_123.png,ADVICE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,dart,,,,,,0,14,14,50,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,THING,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,microphone,,,,,,0,15,15,47,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_449.png,THING,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,bench,,,,,,0,16,16,59,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_488.png,STYLE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,sun,,,,,,0,17,17,33,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,FLIGHT,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,basket,,,,,,0,18,18,9,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,CASINO,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,motorbike,,,,,,0,19,19,36,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_692.png,MONTH,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,cherry,,,,,,0,20,20,16,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_151.png,GIRL,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,tray,,,,,,0,21,21,19,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,WOMEN,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,runner,,,,,,0,22,22,14,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,GODS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,perfume,,,,,,0,23,23,11,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,SYSTEM,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,ring,,,,,,0,24,24,43,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,LOTS,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,microphone,,,,,,0,25,25,10,1,2,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,MONTH,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,microphone,,,,,,0,26,26,53,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,DEATH,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,gorilla,,,,,,0,27,27,49,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,ROOF,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,rug,,,,,,0,28,28,24,1,3,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,PLENTY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,boot,,,,,,0,29,29,37,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,BODY,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,wheel,,,,,,0,30,30,8,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,SAKE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,perfume,,,,,,0,31,31,7,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_356.png,DANGER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,pawn,,,,,,0,32,32,55,1,6,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,MILE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,map,,,,,,0,33,33,30,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,MILE,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,candle,,,,,,0,34,34,44,1,5,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_233.png,WOMEN,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,salt,,,,,,0,35,35,38,1,4,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_160.png,LEADER,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,wheelbarrow,,,,,,0,36,36,3,1,1,0,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,YARD,5ef767e022eb1d49042c4410,2020-06-30_19h41.03.881,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb87255769c70f1c5f8a1e,1,,,,,,monkey,,,,,,0,37,37,29,1,3,0,,,,,,,,,,,
