consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no
,,,,,,,,,,stimuli/images/PICTURE_470.png,CASINO,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,motorbike,,,,,,0,0,0,36,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_285.png,ADVICE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,carrot,,,,,,0,1,1,12,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_233.png,WOMEN,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,salt,,,,,,0,2,2,38,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_380.png,PHOTO,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,gorilla,,,,,,0,3,3,52,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_453.png,DUDE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,scissors,,,,,,0,4,4,27,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_208.png,MONTH,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,microphone,,,,,,0,5,5,53,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_654.png,VALLEY,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,pencil,,,,,,0,6,6,1,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_203.png,ARTIST,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,cap,,,,,,0,7,7,26,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_675.png,WEAPON,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,windmill,,,,,,0,8,8,32,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_504.png,BODY,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,wheel,,,,,,0,9,9,8,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_151.png,GIRL,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,tray,,,,,,0,10,10,19,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_449.png,THING,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,bench,,,,,,0,11,11,59,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_488.png,STYLE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,sun,,,,,,0,12,12,33,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_708.png,PENNY,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,monkey,,,,,,0,13,13,31,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_667.png,BATH,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,daisy,,,,,,0,14,14,4,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_302.png,FAMILY,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,taxi,,,,,,0,15,15,18,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_123.png,ADVICE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,dart,,,,,,0,16,16,40,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_744.png,SYSTEM,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,ring,,,,,,0,17,17,43,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_339.png,PLENTY,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,backpack,,,,,,0,18,18,0,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_688.png,WOMEN,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,runner,,,,,,0,19,19,14,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_95.png,STYLE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,suitcase,,,,,,0,20,20,25,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_348.png,SPEECH,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,pepper,,,,,,0,21,21,20,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_677.png,MILE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,map,,,,,,0,22,22,30,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_255.png,AREA,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,shovel,,,,,,0,23,23,22,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_314.png,GODS,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,perfume,,,,,,0,24,24,11,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_177.png,CARS,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,mushroom,,,,,,0,25,25,35,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_85.png,THING,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,diamond,,,,,,0,26,26,15,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_327.png,BEAUTY,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,helmet,,,,,,0,27,27,48,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_123.png,ADVICE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,dart,,,,,,0,28,28,50,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_509.png,PHOTO,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,telephone,,,,,,0,29,29,21,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_487.png,FLIGHT,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,basket,,,,,,0,30,30,9,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_667.png,PLENTY,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,daisy,,,,,,0,31,31,41,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_208.png,THING,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,microphone,,,,,,0,32,32,47,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_311.png,BEAUTY,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,razor,,,,,,0,33,33,13,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_356.png,DANGER,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,pawn,,,,,,0,34,34,55,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_248.png,DOZEN,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,cart,,,,,,0,35,35,39,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_708.png,YARD,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,monkey,,,,,,0,36,36,29,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_491.png,WRITER,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,rug,,,,,,0,37,37,57,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_469.png,LETTER,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,stool,,,,,,0,38,38,42,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_380.png,DEATH,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,gorilla,,,,,,0,39,39,49,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_708.png,CLIENT,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,monkey,,,,,,0,40,40,5,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_160.png,LEADER,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,wheelbarrow,,,,,,0,41,41,3,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_147.png,MOMENT,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,hanger,,,,,,0,42,42,51,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_314.png,SAKE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,perfume,,,,,,0,43,43,7,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_688.png,CASINO,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,runner,,,,,,0,44,44,2,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_233.png,IDEAS,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,salt,,,,,,0,45,45,28,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_308.png,KIND,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,dice,,,,,,0,46,46,54,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_491.png,ROOF,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,rug,,,,,,0,47,47,24,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_744.png,SAKE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,ring,,,,,,0,48,48,17,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_68.png,MILE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,candle,,,,,,0,49,49,44,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_467.png,DEMON,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,peg,,,,,,0,50,50,23,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_308.png,ESTATE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,dice,,,,,,0,51,51,46,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_469.png,ARTIST,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,stool,,,,,,0,52,52,6,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_692.png,MONTH,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,cherry,,,,,,0,53,53,16,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_215.png,PLENTY,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,boot,,,,,,0,54,54,37,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_160.png,FEET,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,wheelbarrow,,,,,,0,55,55,58,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_453.png,PLENTY,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,scissors,,,,,,0,56,56,56,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_208.png,LOTS,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,microphone,,,,,,0,57,57,10,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_32.png,JUNGLE,591d798372ab2d0001e34612,11/11/1944,2020-07-09_21h01.35.460,proactive,2020.1.2,Win32,60,5f073de81c76c3308c0e4fb3,5f077781c10cab3808bf3f4c,5,,,,,,crown,,,,,,0,58,58,45,1,5,0
