consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran,prac_wm_test_loop.thisRepN,prac_wm_test_loop.thisTrialN,prac_wm_test_loop.thisN,prac_wm_test_loop.thisIndex,prac_wm_test_loop.ran,wm_recalled1,wm_recall_rt1,wm_probed1,wm_recall_acc1,wm_recalled2,wm_recall_rt2,wm_probed2,wm_recall_acc2,wm_recalled3,wm_recall_rt3,wm_probed3,wm_recall_acc3,wm_recalled4,wm_recall_rt4,wm_probed4,wm_recall_acc4,prac_wm_trial_loop.thisRepN,prac_wm_trial_loop.thisTrialN,prac_wm_trial_loop.thisN,prac_wm_trial_loop.thisIndex,prac_wm_trial_loop.ran,word1,image1,file1,item_type1,word2,image2,file2,item_type2,word4,image4,file4,item_type4,word3,image3,file3,item_type3,wm_test_loop.thisRepN,wm_test_loop.thisTrialN,wm_test_loop.thisN,wm_test_loop.thisIndex,wm_test_loop.ran,wm_trial_loop.thisRepN,wm_trial_loop.thisTrialN,wm_trial_loop.thisN,wm_trial_loop.thisIndex,wm_trial_loop.ran
,,,,,,,,,,stimuli/images/PICTURE_692.png,DUDE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,cherry,,,,,,0,26,26,47,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,JUNGLE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,anchor,,,,,,0,27,27,13,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,NATION,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,stamp,,,,,,0,28,28,21,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_177.png,HOUSE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,mushroom,,,,,,0,29,29,25,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,LEADER,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,helmet,,,,,,0,30,30,17,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_255.png,PENNY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,shovel,,,,,,0,31,31,19,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,HOUSE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,anchor,,,,,,0,32,32,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_356.png,CANDY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,pawn,,,,,,0,33,33,46,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,KIND,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,candle,,,,,,0,34,34,23,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,BATH,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,telephone,,,,,,0,35,35,15,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_654.png,COPS,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,pencil,,,,,,0,36,36,10,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_311.png,TOILET,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,razor,,,,,,0,37,37,54,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,FAMILY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,map,,,,,,0,38,38,53,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_141.png,CLIENT,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,sunflower,,,,,,0,39,39,30,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,APPLE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,telephone,,,,,,0,40,40,38,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,FOOD,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,boot,,,,,,0,41,41,5,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_470.png,MOMENT,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,motorbike,,,,,,0,42,42,40,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_667.png,GLASS,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,daisy,,,,,,0,43,43,27,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_688.png,CLOCK,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,runner,,,,,,0,44,44,42,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,SERIES,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,rug,,,,,,0,45,45,39,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,POLICY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,basket,,,,,,0,46,46,34,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,YARD,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,tyre,,,,,,0,47,47,55,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,PHOTO,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,map,,,,,,0,48,48,14,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_215.png,BOYS,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,boot,,,,,,0,49,49,24,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_285.png,WRITER,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,carrot,,,,,,0,50,50,6,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,VALLEY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,monkey,,,,,,0,51,51,45,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_314.png,SPEECH,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,perfume,,,,,,0,52,52,35,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_452.png,COPS,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,watch,,,,,,0,53,53,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_564.png,PLENTY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,spoon,,,,,,0,54,54,11,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_509.png,MILLER,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,telephone,,,,,,0,55,55,49,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_297.png,BODY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,aeroplane,,,,,,0,56,56,51,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,CANDY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,stamp,,,,,,0,57,57,52,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_750.png,POLICY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,kettle,,,,,,0,58,58,44,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.001455,0,,,,,,stimuli/images/PICTURE_297.png,BODY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,aeroplane,,,,,,,,,,,6,2,0,0,0,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000345,0,,,,,,stimuli/images/PICTURE_348.png,TOILET,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,pepper,,,,,,,,,,,1,2,0,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000355,0,,,,,,stimuli/images/PICTURE_311.png,FLESH,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,razor,,,,,,,,,,,1,2,0,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.00038,0,,,,,,stimuli/images/PICTURE_677.png,FAMILY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,map,,,,,,,,,,,6,2,0,3,3,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000375,0,,,,,,stimuli/images/PICTURE_2.png,JUNGLE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,tyre,,,,,,,,,,,1,2,0,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000375,0,,,,,,stimuli/images/PICTURE_18.png,RIVER,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,planet,,,,,,,,,,,3,2,0,5,5,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.00039,0,,,,,,stimuli/images/PICTURE_509.png,SHOTS,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,telephone,,,,,,,,,,,1,2,0,6,6,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000375,0,,,,,,stimuli/images/PICTURE_356.png,CANDY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,pawn,,,,,,,,,,,5,2,0,7,7,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.00038,0,,,,,,stimuli/images/PICTURE_215.png,FOOD,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,boot,,,,,,,,,,,1,2,0,8,8,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.00038,0,,,,,,stimuli/images/PICTURE_57.png,CANDY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,stamp,,,,,,,,,,,6,2,0,9,9,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000365,0,,,,,,stimuli/images/PICTURE_57.png,NATION,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,stamp,,,,,,,,,,,3,2,0,10,10,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000365,0,,,,,,stimuli/images/PICTURE_208.png,SPIRIT,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,microphone,,,,,,,,,,,3,2,0,11,11,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000385,0,,,,,,stimuli/images/PICTURE_147.png,LEADER,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,hanger,,,,,,,,,,,4,2,0,12,12,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000375,0,,,,,,stimuli/images/PICTURE_285.png,PRINCE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,carrot,,,,,,,,,,,3,2,0,13,13,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LEADER,6.730645,1,,,,,,stimuli/images/PICTURE_327.png,LEADER,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,helmet,,,,,,,,,,,2,2,0,14,14,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000665,0,,,,,,stimuli/images/PICTURE_141.png,CLIENT,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,sunflower,,,,,,,,,,,4,2,0,15,15,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000475,0,,,,,,stimuli/images/PICTURE_688.png,CLOCK,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,runner,,,,,,,,,,,5,2,0,16,16,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.00048,0,,,,,,stimuli/images/PICTURE_215.png,BOYS,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,boot,,,,,,,,,,,3,2,0,17,17,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.00047,0,,,,,,stimuli/images/PICTURE_453.png,FAMILY,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,scissors,,,,,,,,,,,5,2,0,18,18,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000475,0,,,,,,stimuli/images/PICTURE_93.png,GIRL,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,skateboard,,,,,,,,,,,4,2,0,19,19,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000515,0,,,,,,stimuli/images/PICTURE_348.png,DUDE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,pepper,,,,,,,,,,,6,2,0,20,20,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000475,0,,,,,,stimuli/images/PICTURE_655.png,SALE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,megaphone,,,,,,,,,,,6,2,0,21,21,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.00087,0,,,,,,stimuli/images/PICTURE_692.png,DUDE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,cherry,,,,,,,,,,,5,2,0,22,22,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000565,0,,,,,,stimuli/images/PICTURE_314.png,SPEECH,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,perfume,,,,,,,,,,,4,2,0,23,23,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.00048,0,,,,,,stimuli/images/PICTURE_177.png,HOUSE,5e8b3b6444fa88056eaae254,2020-06-30_19h54.12.009,proactive,2020.1.2,Win32,60,5efb791ed4cb570da489e737,5efb870df7a52c0ff0eee259,2,,,,,,mushroom,,,,,,,,,,,3,2,0,24,24,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
