consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no
y,11.73357,TOUGH,10.44128,1,0,0,0,0,1,stimuli/images/PICTURE_747.png,TOUGH,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_378.png,LOSS,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,0,0,0,2,1,lobster,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_697.png,KILLER,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,0,1,1,4,1,peach,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_727.png,CELL,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,0,2,2,1,1,hose,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_269.png,GENIUS,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,0,3,3,0,1,chameleon,,,,,,,,,,,,
,,?,4.96858,0,,,,,,stimuli/images/PICTURE_269.png,GENIUS,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,chameleon,0,0,0,0,1,,,,,,,
,,?,3.92709,0,,,,,,stimuli/images/PICTURE_378.png,LOSS,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,lobster,0,1,1,2,1,,,,,,,
,,?,3.475795,0,,,,,,stimuli/images/PICTURE_727.png,CELL,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,hose,0,2,2,1,1,,,,,,,
,,KNIFE,14.626615,0,,,,,,stimuli/images/PICTURE_697.png,KILLER,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,peach,0,3,3,4,1,,,,,,,
,,DEVIL,5.85069,1,,,,,,stimuli/images/PICTURE_658.png,DEVIL,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,crow,0,4,4,3,1,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,ROOF,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,rug,,,,,,0,0,0,24,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_692.png,MONTH,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,cherry,,,,,,0,1,1,16,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_470.png,CASINO,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,motorbike,,,,,,0,2,2,36,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_203.png,ARTIST,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,cap,,,,,,0,3,3,26,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_708.png,PENNY,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,monkey,,,,,,0,4,4,31,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_160.png,FEET,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,wheelbarrow,,,,,,0,5,5,58,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_308.png,ESTATE,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,dice,,,,,,0,6,6,46,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_469.png,LETTER,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,stool,,,,,,0,7,7,42,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_488.png,STYLE,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,sun,,,,,,0,8,8,33,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_233.png,IDEAS,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,salt,,,,,,0,9,9,28,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_314.png,SAKE,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,perfume,,,,,,0,10,10,7,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_68.png,MILE,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,candle,,,,,,0,11,11,44,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_688.png,CASINO,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,runner,,,,,,0,12,12,2,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_215.png,PLENTY,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,boot,,,,,,0,13,13,37,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_449.png,THING,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,bench,,,,,,0,14,14,59,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_509.png,PHOTO,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,telephone,,,,,,0,15,15,21,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_677.png,MILE,5c83773c8a3a800001c834ba,05/07/1945,2020-09-12_08h16.37.038,proactive3.2,2020.1.2,Linux x86_64,60,5f5adea66120081ea0f57a61,5f5c75b78bceaa452ad4c083,6,,,,,,map,,,,,,0,16,16,30,1,4,0
